order	source_mapping	simplified	traditional	pinyin	taiwan_pinyin	meaning	simplified_sentence	traditional_sentence	example_source	example_source_id	source_sentence	pinyin_source	taiwan_pinyin_source
1175	5723_1	炎帝	炎帝	yán dì		Flame Emperors	轩辕乃脩德振兵，治五气，蓻五种，抚万民，度四方，教熊罴貔貅䝙虎，以与炎帝战于阪泉之野。	軒轅乃脩德振兵，治五氣，蓻五種，撫萬民，度四方，教熊羆貔貅貙虎，以與炎帝戰於阪泉之野。	leipzig	zho_wikipedia_2018_1M:892420	轩辕乃脩德振兵，治五气，蓻五种，抚万民，度四方，教熊罴貔貅䝙虎，以与炎帝战于阪泉之野。	CC-CEDICT	
1176	5728_1	赙仪	賻儀	fù yí		money gift at a funeral	赙仪是一个较少见的词语。	賻儀是一個較少見的詞語。	authored	level-2/5728_1	赙仪是一个较少见的词语。	CC-CEDICT	
1177	5729_1	罂粟	罌粟	yīng sù		poppy	张爱玲像是一朵艳丽的罂粟花，她蛊惑着世间，纵然也被这凡俗所蛊惑。	張愛玲像是一朵豔麗的罌粟花，她蠱惑著世間，縱然也被這凡俗所蠱惑。	leipzig	zho_news_2020_300K:138059	张爱玲像是一朵艳丽的罂粟花，她蛊惑着世间，纵然也被这凡俗所蛊惑。	CC-CEDICT	
1178	5729_1	世间	世間	shì jiān		world	张爱玲像是一朵艳丽的罂粟花，她蛊惑着世间，纵然也被这凡俗所蛊惑。	張愛玲像是一朵豔麗的罌粟花，她蠱惑著世間，縱然也被這凡俗所蠱惑。	leipzig	zho_news_2020_300K:138059	张爱玲像是一朵艳丽的罂粟花，她蛊惑着世间，纵然也被这凡俗所蛊惑。	CC-CEDICT	
1179	5729_1	纵然	縱然	zòng rán		even if	张爱玲像是一朵艳丽的罂粟花，她蛊惑着世间，纵然也被这凡俗所蛊惑。	張愛玲像是一朵豔麗的罌粟花，她蠱惑著世間，縱然也被這凡俗所蠱惑。	leipzig	zho_news_2020_300K:138059	张爱玲像是一朵艳丽的罂粟花，她蛊惑着世间，纵然也被这凡俗所蛊惑。	CC-CEDICT	
1180	5729_1	凡俗	凡俗	fán sú		lay	张爱玲像是一朵艳丽的罂粟花，她蛊惑着世间，纵然也被这凡俗所蛊惑。	張愛玲像是一朵豔麗的罌粟花，她蠱惑著世間，縱然也被這凡俗所蠱惑。	leipzig	zho_news_2020_300K:138059	张爱玲像是一朵艳丽的罂粟花，她蛊惑着世间，纵然也被这凡俗所蛊惑。	CC-CEDICT	
1181	5733_1	锲而不舍	鍥而不捨	qiè ér bù shě		to chisel away at sth	锲而不舍能够把缺点转换为能量。	鍥而不捨能夠把缺點轉換為能量。	leipzig	zho_news_2020_300K:286802	锲而不舍能够把缺点转换为能量。	CC-CEDICT	
1182	5733_1	缺点	缺點	quē diǎn		weak point	锲而不舍能够把缺点转换为能量。	鍥而不捨能夠把缺點轉換為能量。	leipzig	zho_news_2020_300K:286802	锲而不舍能够把缺点转换为能量。	CC-CEDICT	
1183	5733_1	转换	轉換	zhuǎn huàn		to change	锲而不舍能够把缺点转换为能量。	鍥而不捨能夠把缺點轉換為能量。	leipzig	zho_news_2020_300K:286802	锲而不舍能够把缺点转换为能量。	CC-CEDICT	
1184	5733_1	能量	能量	néng liàng		energy	锲而不舍能够把缺点转换为能量。	鍥而不捨能夠把缺點轉換為能量。	leipzig	zho_news_2020_300K:286802	锲而不舍能够把缺点转换为能量。	CC-CEDICT	
1185	5734_1	立即	立即	lì jí		immediately	蒋氏随后让何应钦立即飞往上海，阻止蔡廷锴的行动。	蔣氏隨後讓何應欽立即飛往上海，阻止蔡廷鍇的行動。	leipzig	zho_news_2020_300K:250163	蒋氏随后让何应钦立即飞往上海，阻止蔡廷锴的行动。	CC-CEDICT	
1186	5734_1	阻止	阻止	zǔ zhǐ		to prevent	蒋氏随后让何应钦立即飞往上海，阻止蔡廷锴的行动。	蔣氏隨後讓何應欽立即飛往上海，阻止蔡廷鍇的行動。	leipzig	zho_news_2020_300K:250163	蒋氏随后让何应钦立即飞往上海，阻止蔡廷锴的行动。	CC-CEDICT	
1187	5735_1	适用	適用	shì yòng		to be applicable	氧化锶有时也用于生产适用于敏感性牙齿的牙膏。	氧化鍶有時也用於生產適用於敏感性牙齒的牙膏。	leipzig	zho_wikipedia_2018_1M:655410	氧化锶有时也用于生产适用于敏感性牙齿的牙膏。	CC-CEDICT	
1188	5735_1	敏感性	敏感性	mǐn gǎn xìng		sensitive	氧化锶有时也用于生产适用于敏感性牙齿的牙膏。	氧化鍶有時也用於生產適用於敏感性牙齒的牙膏。	leipzig	zho_wikipedia_2018_1M:655410	氧化锶有时也用于生产适用于敏感性牙齿的牙膏。	CC-CEDICT	
1189	5735_1	牙膏	牙膏	yá gāo		toothpaste	氧化锶有时也用于生产适用于敏感性牙齿的牙膏。	氧化鍶有時也用於生產適用於敏感性牙齒的牙膏。	leipzig	zho_wikipedia_2018_1M:655410	氧化锶有时也用于生产适用于敏感性牙齿的牙膏。	CC-CEDICT	
1190	5736_1	君子	君子	jūn zǐ		nobleman	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	戊戌六君子最有剛骨的譚嗣同，孫中山發起革命的左輔右弼黃興、宋教仁，討袁護國的蔡鍔將軍。	leipzig	zho_news_2020_300K:147113	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	CC-CEDICT	
1191	5736_1	发起	發起	fā qǐ		to originate	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	戊戌六君子最有剛骨的譚嗣同，孫中山發起革命的左輔右弼黃興、宋教仁，討袁護國的蔡鍔將軍。	leipzig	zho_news_2020_300K:147113	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	CC-CEDICT	
1192	5736_1	黄兴	黃興	huáng xīng		Huang Xing	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	戊戌六君子最有剛骨的譚嗣同，孫中山發起革命的左輔右弼黃興、宋教仁，討袁護國的蔡鍔將軍。	leipzig	zho_news_2020_300K:147113	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	CC-CEDICT	
1193	5736_1	宋教仁	宋教仁	sòng jiào rén		Song Jiaoren	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	戊戌六君子最有剛骨的譚嗣同，孫中山發起革命的左輔右弼黃興、宋教仁，討袁護國的蔡鍔將軍。	leipzig	zho_news_2020_300K:147113	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	CC-CEDICT	
1194	5736_1	蔡锷	蔡鍔	cài è		Cai E	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	戊戌六君子最有剛骨的譚嗣同，孫中山發起革命的左輔右弼黃興、宋教仁，討袁護國的蔡鍔將軍。	leipzig	zho_news_2020_300K:147113	戊戌六君子最有刚骨的谭嗣同，孙中山发起革命的左辅右弼黄兴、宋教仁，讨袁护国的蔡锷将军。	CC-CEDICT	
1195	5739_1	固体	固體	gù tǐ		solid	，占中国固体硼储量94%，菱镁矿远景储量6亿吨，高岭土远景储量2000多万吨。	，佔中國固體硼儲量94%，菱鎂礦遠景儲量6億噸，高嶺土遠景儲量2000多萬噸。	leipzig	zho_wikipedia_2018_1M:264679	，占中国固体硼储量94%，菱镁矿远景储量6亿吨，高岭土远景储量2000多万吨。	CC-CEDICT	
1196	5739_1	远景	遠景	yuǎn jǐng		scenery in the distance	，占中国固体硼储量94%，菱镁矿远景储量6亿吨，高岭土远景储量2000多万吨。	，佔中國固體硼儲量94%，菱鎂礦遠景儲量6億噸，高嶺土遠景儲量2000多萬噸。	leipzig	zho_wikipedia_2018_1M:264679	，占中国固体硼储量94%，菱镁矿远景储量6亿吨，高岭土远景储量2000多万吨。	CC-CEDICT	
1197	5739_1	高岭土	高嶺土	gāo lǐng tǔ		kaolin	，占中国固体硼储量94%，菱镁矿远景储量6亿吨，高岭土远景储量2000多万吨。	，佔中國固體硼儲量94%，菱鎂礦遠景儲量6億噸，高嶺土遠景儲量2000多萬噸。	leipzig	zho_wikipedia_2018_1M:264679	，占中国固体硼储量94%，菱镁矿远景储量6亿吨，高岭土远景储量2000多万吨。	CC-CEDICT	
1198	5744_1	书箧	書篋	shū qiè		bookcase	书箧是一种器物。	書篋是一種器物。	authored	level-2/5744_1	书箧是一种器物。	CC-CEDICT	
1199	5749_1	入境	入境	rù jìng		to enter a country	师道裨将杨可世闻燕人久欲内附，若王师入境必箪食壶浆以迎，乃将轻骑数千直欲取之。	師道裨將楊可世聞燕人久欲內附，若王師入境必簞食壺漿以迎，乃將輕騎數千直欲取之。	leipzig	zho_wikipedia_2018_1M:471863	师道裨将杨可世闻燕人久欲内附，若王师入境必箪食壶浆以迎，乃将轻骑数千直欲取之。	CC-CEDICT	
1200	5749_1	箪食壶浆	簞食壺漿	dān shí hú jiāng		to give troops a hearty welcome	师道裨将杨可世闻燕人久欲内附，若王师入境必箪食壶浆以迎，乃将轻骑数千直欲取之。	師道裨將楊可世聞燕人久欲內附，若王師入境必簞食壺漿以迎，乃將輕騎數千直欲取之。	leipzig	zho_wikipedia_2018_1M:471863	师道裨将杨可世闻燕人久欲内附，若王师入境必箪食壶浆以迎，乃将轻骑数千直欲取之。	CC-CEDICT	
1201	5753_1	符箓	符籙	fú lù		talisman in the form of a painting of…	，内丹与符箓的结合产生了新的符箓道派。	，內丹與符籙的結合產生了新的符籙道派。	leipzig	zho_wikipedia_2018_1M:231289	，内丹与符箓的结合产生了新的符箓道派。	CC-CEDICT	
1202	5767_1	采取	採取	cǎi qǔ		to adopt or carry out	田忌采取孙膑的计策，不去赵国，直逼魏国。	田忌採取孫臏的計策，不去趙國，直逼魏國。	leipzig	zho_news_2020_300K:214238	田忌采取孙膑的计策，不去赵国，直逼魏国。	CC-CEDICT	
1203	5767_1	孙膑	孫臏	sūn bìn		Sun Bin	田忌采取孙膑的计策，不去赵国，直逼魏国。	田忌採取孫臏的計策，不去趙國，直逼魏國。	leipzig	zho_news_2020_300K:214238	田忌采取孙膑的计策，不去赵国，直逼魏国。	CC-CEDICT	
1204	5767_1	计策	計策	jì cè		stratagem	田忌采取孙膑的计策，不去赵国，直逼魏国。	田忌採取孫臏的計策，不去趙國，直逼魏國。	leipzig	zho_news_2020_300K:214238	田忌采取孙膑的计策，不去赵国，直逼魏国。	CC-CEDICT	
1205	5767_1	赵国	趙國	zhào guó		Zhao	田忌采取孙膑的计策，不去赵国，直逼魏国。	田忌採取孫臏的計策，不去趙國，直逼魏國。	leipzig	zho_news_2020_300K:214238	田忌采取孙膑的计策，不去赵国，直逼魏国。	CC-CEDICT	
1206	5767_1	魏国	魏國	wèi guó		Wei State	田忌采取孙膑的计策，不去赵国，直逼魏国。	田忌採取孫臏的計策，不去趙國，直逼魏國。	leipzig	zho_news_2020_300K:214238	田忌采取孙膑的计策，不去赵国，直逼魏国。	CC-CEDICT	
1207	5768_1	鲑鱼	鮭魚	guī yú		salmon	这里卖的鲑鱼是品质最好的。	這裡賣的鮭魚是品質最好的。	tatoeba	5248195	這裡賣的鮭魚是品質最好的。	CC-CEDICT	
1208	5769_1	鲔鱼	鮪魚	wěi yú		tuna	鲨鱼的皮比鲔鱼的皮粗糙多了。	鯊魚的皮比鮪魚的皮粗糙多了。	tatoeba	1567823	鯊魚的皮比鮪魚的皮粗糙多了。	CC-CEDICT	
1209	5769_1	粗糙	粗糙	cū cāo		crude	鲨鱼的皮比鲔鱼的皮粗糙多了。	鯊魚的皮比鮪魚的皮粗糙多了。	tatoeba	1567823	鯊魚的皮比鮪魚的皮粗糙多了。	CC-CEDICT	
1210	5771_1	鳗鱼	鰻魚	mán yú		eel	主要有鳗鱼、对虾、大黄鱼、马鲛鱼、	主要有鰻魚、對蝦、大黃魚、馬鮫魚、	leipzig	zho_wikipedia_2018_1M:95651	主要有鳗鱼、对虾、大黄鱼、马鲛鱼、	CC-CEDICT	
1211	5771_1	黄鱼	黃魚	huáng yú		yellow croaker	主要有鳗鱼、对虾、大黄鱼、马鲛鱼、	主要有鰻魚、對蝦、大黃魚、馬鮫魚、	leipzig	zho_wikipedia_2018_1M:95651	主要有鳗鱼、对虾、大黄鱼、马鲛鱼、	CC-CEDICT	
1212	5772_1	数量	數量	shù liàng		amount	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。	魚卵的數量可以相差很大，鱘魚每次產子可達上百萬，而育子之的刺魚每次產子不超過一百。	leipzig	zho_wikipedia_2018_1M:994561	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。	CC-CEDICT	
1213	5772_1	相差	相差	xiāng chà		to differ	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。	魚卵的數量可以相差很大，鱘魚每次產子可達上百萬，而育子之的刺魚每次產子不超過一百。	leipzig	zho_wikipedia_2018_1M:994561	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。	CC-CEDICT	
1214	5772_1	鲟鱼	鱘魚	xún yú		sturgeon	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。	魚卵的數量可以相差很大，鱘魚每次產子可達上百萬，而育子之的刺魚每次產子不超過一百。	leipzig	zho_wikipedia_2018_1M:994561	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。	CC-CEDICT	
1215	5772_1	每次	每次	měi cì		every time	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。	魚卵的數量可以相差很大，鱘魚每次產子可達上百萬，而育子之的刺魚每次產子不超過一百。	leipzig	zho_wikipedia_2018_1M:994561	鱼卵的数量可以相差很大，鲟鱼每次产子可达上百万，而育子之的刺鱼每次产子不超过一百。	CC-CEDICT	
1216	5777_1	定居	定居	dìng jū		to settle	随着冬天来临，许多殖民地定居者死于饥馑和疾病。	隨著冬天來臨，許多殖民地定居者死於饑饉和疾病。	leipzig	zho_wikipedia_2018_1M:965981	随着冬天来临，许多殖民地定居者死于饥馑和疾病。	CC-CEDICT	
1217	5778_1	金銮殿	金鑾殿	jīn luán diàn		throne room	“金銮殿”，明初称“奉天殿”，后称“皇极殿”，清朝时称“太和殿”。	“金鑾殿”，明初稱“奉天殿”，後稱“皇極殿”，清朝時稱“太和殿”。	leipzig	zho_wikipedia_2018_1M:945825	“金銮殿”，明初称“奉天殿”，后称“皇极殿”，清朝时称“太和殿”。	CC-CEDICT	
1218	5778_1	奉天	奉天	fèng tiān		old name for Shenyang 瀋陽|沈阳 in modern…	“金銮殿”，明初称“奉天殿”，后称“皇极殿”，清朝时称“太和殿”。	“金鑾殿”，明初稱“奉天殿”，後稱“皇極殿”，清朝時稱“太和殿”。	leipzig	zho_wikipedia_2018_1M:945825	“金銮殿”，明初称“奉天殿”，后称“皇极殿”，清朝时称“太和殿”。	CC-CEDICT	
1219	5778_1	清朝	清朝	qīng cháo		Qing dynasty	“金銮殿”，明初称“奉天殿”，后称“皇极殿”，清朝时称“太和殿”。	“金鑾殿”，明初稱“奉天殿”，後稱“皇極殿”，清朝時稱“太和殿”。	leipzig	zho_wikipedia_2018_1M:945825	“金銮殿”，明初称“奉天殿”，后称“皇极殿”，清朝时称“太和殿”。	CC-CEDICT	
1220	5822_1	荒村	荒村	huāng cūn		an abandoned village	昔荒村旧院，衣衫褴褛，粗食又寒贫。	昔荒村舊院，衣衫襤褸，粗食又寒貧。	leipzig	zho_news_2020_300K:173478	昔荒村旧院，衣衫褴褛，粗食又寒贫。	CC-CEDICT	
1221	5822_1	衣衫	衣衫	yī shān		clothing	昔荒村旧院，衣衫褴褛，粗食又寒贫。	昔荒村舊院，衣衫襤褸，粗食又寒貧。	leipzig	zho_news_2020_300K:173478	昔荒村旧院，衣衫褴褛，粗食又寒贫。	CC-CEDICT	
1222	5824_1	开发	開發	kāi fā		to exploit	）、滁州经济技术开发区（国家级）、滁州高教科创城、琅琊新区、南谯新区。	）、滁州經濟技術開發區（國家級）、滁州高教科創城、琅琊新區、南譙新區。	leipzig	zho_wikipedia_2018_1M:676759	）、滁州经济技术开发区（国家级）、滁州高教科创城、琅琊新区、南谯新区。	CC-CEDICT	
